TAL;OMRÅDE;TID;INDHOLD
1 Berørte personer (antal);260 Halsnæs;2018 2018;1063
1 Berørte personer (antal);260 Halsnæs;2019 2019;932
1 Berørte personer (antal);260 Halsnæs;2020 2020;824
1 Berørte personer (antal);260 Halsnæs;2021 2021;666
1 Berørte personer (antal);260 Halsnæs;2022 2022;597
1 Berørte personer (antal);217 Helsingør;2007 2007;2031
1 Berørte personer (antal);217 Helsingør;2008 2008;2133
1 Berørte personer (antal);217 Helsingør;2009 2009;2370
1 Berørte personer (antal);217 Helsingør;2010 2010;2421
1 Berørte personer (antal);217 Helsingør;2011 2011;2349
1 Berørte personer (antal);217 Helsingør;2012 2012;2476
1 Berørte personer (antal);217 Helsingør;2013 2013;2774
1 Berørte personer (antal);217 Helsingør;2014 2014;2902
1 Berørte personer (antal);217 Helsingør;2015 2015;2941
1 Berørte personer (antal);217 Helsingør;2016 2016;2917
1 Berørte personer (antal);217 Helsingør;2017 2017;2600
1 Berørte personer (antal);217 Helsingør;2018 2018;2215
1 Berørte personer (antal);217 Helsingør;2019 2019;2000
1 Berørte personer (antal);217 Helsingør;2020 2020;1857
1 Berørte personer (antal);217 Helsingør;2021 2021;1530
1 Berørte personer (antal);217 Helsingør;2022 2022;1449
1 Berørte personer (antal);219 Hillerød;2007 2007;1042
1 Berørte personer (antal);219 Hillerød;2008 2008;1050
1 Berørte personer (antal);219 Hillerød;2009 2009;1292
1 Berørte personer (antal);219 Hillerød;2010 2010;1418
1 Berørte personer (antal);219 Hillerød;2011 2011;1434
1 Berørte personer (antal);219 Hillerød;2012 2012;1489
1 Berørte personer (antal);219 Hillerød;2013 2013;1652
1 Berørte personer (antal);219 Hillerød;2014 2014;1708
1 Berørte personer (antal);219 Hillerød;2015 2015;1715
1 Berørte personer (antal);219 Hillerød;2016 2016;1583
1 Berørte personer (antal);219 Hillerød;2017 2017;1500
1 Berørte personer (antal);219 Hillerød;2018 2018;1355
1 Berørte personer (antal);219 Hillerød;2019 2019;1167
1 Berørte personer (antal);219 Hillerød;2020 2020;1123
1 Berørte personer (antal);219 Hillerød;2021 2021;1020
1 Berørte personer (antal);219 Hillerød;2022 2022;1019
1 Berørte personer (antal);223 Hørsholm;2007 2007;353
1 Berørte personer (antal);223 Hørsholm;2008 2008;325
1 Berørte personer (antal);223 Hørsholm;2009 2009;359
1 Berørte personer (antal);223 Hørsholm;2010 2010;400
1 Berørte personer (antal);223 Hørsholm;2011 2011;425
1 Berørte personer (antal);223 Hørsholm;2012 2012;433
1 Berørte personer (antal);223 Hørsholm;2013 2013;524
1 Berørte personer (antal);223 Hørsholm;2014 2014;581
1 Berørte personer (antal);223 Hørsholm;2015 2015;599
1 Berørte personer (antal);223 Hørsholm;2016 2016;584
1 Berørte personer (antal);223 Hørsholm;2017 2017;522
1 Berørte personer (antal);223 Hørsholm;2018 2018;424
1 Berørte personer (antal);223 Hørsholm;2019 2019;359
1 Berørte personer (antal);223 Hørsholm;2020 2020;375
1 Berørte personer (antal);223 Hørsholm;2021 2021;320
1 Berørte personer (antal);223 Hørsholm;2022 2022;303
1 Berørte personer (antal);230 Rudersdal;2007 2007;692
1 Berørte personer (antal);230 Rudersdal;2008 2008;658
1 Berørte personer (antal);230 Rudersdal;2009 2009;793
1 Berørte personer (antal);230 Rudersdal;2010 2010;920
1 Berørte personer (antal);230 Rudersdal;2011 2011;977
1 Berørte personer (antal);230 Rudersdal;2012 2012;982
1 Berørte personer (antal);230 Rudersdal;2013 2013;1084
1 Berørte personer (antal);230 Rudersdal;2014 2014;1118
1 Berørte personer (antal);230 Rudersdal;2015 2015;1239
1 Berørte personer (antal);230 Rudersdal;2016 2016;1219
1 Berørte personer (antal);230 Rudersdal;2017 2017;1146
1 Berørte personer (antal);230 Rudersdal;2018 2018;945
1 Berørte personer (antal);230 Rudersdal;2019 2019;825
1 Berørte personer (antal);230 Rudersdal;2020 2020;781
1 Berørte personer (antal);230 Rudersdal;2021 2021;682
1 Berørte personer (antal);230 Rudersdal;2022 2022;687
1 Berørte personer (antal);04 Landsdel Bornholm;2007 2007;1539
1 Berørte personer (antal);04 Landsdel Bornholm;2008 2008;1533
1 Berørte personer (antal);04 Landsdel Bornholm;2009 2009;1545
1 Berørte personer (antal);04 Landsdel Bornholm;2010 2010;1625
1 Berørte personer (antal);04 Landsdel Bornholm;2011 2011;1659
1 Berørte personer (antal);04 Landsdel Bornholm;2012 2012;1626
1 Berørte personer (antal);04 Landsdel Bornholm;2013 2013;1708
1 Berørte personer (antal);04 Landsdel Bornholm;2014 2014;1768
1 Berørte personer (antal);04 Landsdel Bornholm;2015 2015;1848
1 Berørte personer (antal);04 Landsdel Bornholm;2016 2016;1684
1 Berørte personer (antal);04 Landsdel Bornholm;2017 2017;1441
1 Berørte personer (antal);04 Landsdel Bornholm;2018 2018;1173
1 Berørte personer (antal);04 Landsdel Bornholm;2019 2019;953
1 Berørte personer (antal);04 Landsdel Bornholm;2020 2020;866
1 Berørte personer (antal);04 Landsdel Bornholm;2021 2021;758
1 Berørte personer (antal);04 Landsdel Bornholm;2022 2022;769
1 Berørte personer (antal);400 Bornholm;2007 2007;1539
1 Berørte personer (antal);400 Bornholm;2008 2008;1533
1 Berørte personer (antal);400 Bornholm;2009 2009;1545
1 Berørte personer (antal);400 Bornholm;2010 2010;1625
1 Berørte personer (antal);400 Bornholm;2011 2011;1659
1 Berørte personer (antal);400 Bornholm;2012 2012;1626
1 Berørte personer (antal);400 Bornholm;2013 2013;1708
1 Berørte personer (antal);400 Bornholm;2014 2014;1768
1 Berørte personer (antal);400 Bornholm;2015 2015;1848
1 Berørte personer (antal);400 Bornholm;2016 2016;1684
1 Berørte personer (antal);400 Bornholm;2017 2017;1441
1 Berørte personer (antal);400 Bornholm;2018 2018;1173
1 Berørte personer (antal);400 Bornholm;2019 2019;953
1 Berørte personer (antal);400 Bornholm;2020 2020;866
1 Berørte personer (antal);400 Bornholm;2021 2021;758
1 Berørte personer (antal);400 Bornholm;2022 2022;769
1 Berørte personer (antal);085 Region Sjælland;2007 2007;25488
1 Berørte personer (antal);085 Region Sjælland;2008 2008;25507
1 Berørte personer (antal);085 Region Sjælland;2009 2009;28825
1 Berørte personer (antal);085 Region Sjælland;2010 2010;30623
1 Berørte personer (antal);085 Region Sjælland;2011 2011;31709
1 Berørte personer (antal);085 Region Sjælland;2012 2012;33016
1 Berørte personer (antal);085 Region Sjælland;2013 2013;37037
1 Berørte personer (antal);085 Region Sjælland;2014 2014;38163
1 Berørte personer (antal);085 Region Sjælland;2015 2015;39195
1 Berørte personer (antal);085 Region Sjælland;2016 2016;37458
1 Berørte personer (antal);085 Region Sjælland;2017 2017;33749
1 Berørte personer (antal);085 Region Sjælland;2018 2018;29537
1 Berørte personer (antal);085 Region Sjælland;2019 2019;27026
1 Berørte personer (antal);085 Region Sjælland;2020 2020;25432
1 Berørte personer (antal);085 Region Sjælland;2021 2021;22221
1 Berørte personer (antal);085 Region Sjælland;2022 2022;21402
1 Berørte personer (antal);05 Landsdel Østsjælland;2007 2007;5467
1 Berørte personer (antal);05 Landsdel Østsjælland;2008 2008;5441
1 Berørte personer (antal);05 Landsdel Østsjælland;2009 2009;6491
1 Berørte personer (antal);05 Landsdel Østsjælland;2010 2010;6927
1 Berørte personer (antal);05 Landsdel Østsjælland;2011 2011;7186
1 Berørte personer (antal);05 Landsdel Østsjælland;2012 2012;7388
1 Berørte personer (antal);05 Landsdel Østsjælland;2013 2013;8426
1 Berørte personer (antal);05 Landsdel Østsjælland;2014 2014;8744
1 Berørte personer (antal);05 Landsdel Østsjælland;2015 2015;8868
1 Berørte personer (antal);05 Landsdel Østsjælland;2016 2016;8351
1 Berørte personer (antal);05 Landsdel Østsjælland;2017 2017;7149
1 Berørte personer (antal);05 Landsdel Østsjælland;2018 2018;5917
1 Berørte personer (antal);05 Landsdel Østsjælland;2019 2019;5330
1 Berørte personer (antal);05 Landsdel Østsjælland;2020 2020;4924
1 Berørte personer (antal);05 Landsdel Østsjælland;2021 2021;4381
1 Berørte personer (antal);05 Landsdel Østsjælland;2022 2022;4461
1 Berørte personer (antal);253 Greve;2007 2007;980
1 Berørte personer (antal);253 Greve;2008 2008;979
1 Berørte personer (antal);253 Greve;2009 2009;1142
1 Berørte personer (antal);253 Greve;2010 2010;1130
1 Berørte personer (antal);253 Greve;2011 2011;1155
1 Berørte personer (antal);253 Greve;2012 2012;1231
1 Berørte personer (antal);253 Greve;2013 2013;1431
1 Berørte personer (antal);253 Greve;2014 2014;1527
1 Berørte personer (antal);253 Greve;2015 2015;1514
1 Berørte personer (antal);253 Greve;2016 2016;1353
1 Berørte personer (antal);253 Greve;2017 2017;1093
1 Berørte personer (antal);253 Greve;2018 2018;927
1 Berørte personer (antal);253 Greve;2019 2019;869
1 Berørte personer (antal);253 Greve;2020 2020;822
1 Berørte personer (antal);253 Greve;2021 2021;775
1 Berørte personer (antal);253 Greve;2022 2022;745
1 Berørte personer (antal);259 Køge;2007 2007;1795
1 Berørte personer (antal);259 Køge;2008 2008;1787
1 Berørte personer (antal);259 Køge;2009 2009;2071
1 Berørte personer (antal);259 Køge;2010 2010;2181
1 Berørte personer (antal);259 Køge;2011 2011;2329
1 Berørte personer (antal);259 Køge;2012 2012;2385
1 Berørte personer (antal);259 Køge;2013 2013;2683
1 Berørte personer (antal);259 Køge;2014 2014;2721
1 Berørte personer (antal);259 Køge;2015 2015;2769
1 Berørte personer (antal);259 Køge;2016 2016;2590
1 Berørte personer (antal);259 Køge;2017 2017;2252
1 Berørte personer (antal);259 Køge;2018 2018;1860
1 Berørte personer (antal);259 Køge;2019 2019;1606
1 Berørte personer (antal);259 Køge;2020 2020;1415
1 Berørte personer (antal);259 Køge;2021 2021;1246
1 Berørte personer (antal);259 Køge;2022 2022;1267
1 Berørte personer (antal);350 Lejre;2007 2007;443
1 Berørte personer (antal);350 Lejre;2008 2008;429
1 Berørte personer (antal);350 Lejre;2009 2009;489
1 Berørte personer (antal);350 Lejre;2010 2010;582
1 Berørte personer (antal);350 Lejre;2011 2011;636
1 Berørte personer (antal);350 Lejre;2012 2012;677
1 Berørte personer (antal);350 Lejre;2013 2013;711
1 Berørte personer (antal);350 Lejre;2014 2014;772
1 Berørte personer (antal);350 Lejre;2015 2015;799
1 Berørte personer (antal);350 Lejre;2016 2016;698
1 Berørte personer (antal);350 Lejre;2017 2017;584
1 Berørte personer (antal);350 Lejre;2018 2018;465
1 Berørte personer (antal);350 Lejre;2019 2019;392
1 Berørte personer (antal);350 Lejre;2020 2020;329
1 Berørte personer (antal);350 Lejre;2021 2021;310
1 Berørte personer (antal);350 Lejre;2022 2022;356
1 Berørte personer (antal);265 Roskilde;2007 2007;1855
1 Berørte personer (antal);265 Roskilde;2008 2008;1868
1 Berørte personer (antal);265 Roskilde;2009 2009;2356
1 Berørte personer (antal);265 Roskilde;2010 2010;2562
1 Berørte personer (antal);265 Roskilde;2011 2011;2630
1 Berørte personer (antal);265 Roskilde;2012 2012;2609
1 Berørte personer (antal);265 Roskilde;2013 2013;3025
1 Berørte personer (antal);265 Roskilde;2014 2014;3093
1 Berørte personer (antal);265 Roskilde;2015 2015;3151
1 Berørte personer (antal);265 Roskilde;2016 2016;3174
1 Berørte personer (antal);265 Roskilde;2017 2017;2766
1 Berørte personer (antal);265 Roskilde;2018 2018;2274
1 Berørte personer (antal);265 Roskilde;2019 2019;2142
1 Berørte personer (antal);265 Roskilde;2020 2020;2054
1 Berørte personer (antal);265 Roskilde;2021 2021;1774
1 Berørte personer (antal);265 Roskilde;2022 2022;1805
1 Berørte personer (antal);269 Solrød;2007 2007;394
1 Berørte personer (antal);269 Solrød;2008 2008;378
1 Berørte personer (antal);269 Solrød;2009 2009;433
1 Berørte personer (antal);269 Solrød;2010 2010;472
1 Berørte personer (antal);269 Solrød;2011 2011;436
1 Berørte personer (antal);269 Solrød;2012 2012;486
1 Berørte personer (antal);269 Solrød;2013 2013;576
1 Berørte personer (antal);269 Solrød;2014 2014;631
1 Berørte personer (antal);269 Solrød;2015 2015;635
1 Berørte personer (antal);269 Solrød;2016 2016;536
1 Berørte personer (antal);269 Solrød;2017 2017;454
1 Berørte personer (antal);269 Solrød;2018 2018;391
1 Berørte personer (antal);269 Solrød;2019 2019;321
1 Berørte personer (antal);269 Solrød;2020 2020;304
1 Berørte personer (antal);269 Solrød;2021 2021;276
1 Berørte personer (antal);269 Solrød;2022 2022;288
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2007 2007;20021
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2008 2008;20066
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2009 2009;22334
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2010 2010;23696
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2011 2011;24523
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2012 2012;25628
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2013 2013;28611
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2014 2014;29419
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2015 2015;30327
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2016 2016;29107
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2017 2017;26600
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2018 2018;23620
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2019 2019;21696
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2020 2020;20508
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2021 2021;17840
1 Berørte personer (antal);06 Landsdel Vest- og Sydsjælland;2022 2022;16941
1 Berørte personer (antal);320 Faxe;2007 2007;987
1 Berørte personer (antal);320 Faxe;2008 2008;1044
1 Berørte personer (antal);320 Faxe;2009 2009;1173
1 Berørte personer (antal);320 Faxe;2010 2010;1308
1 Berørte personer (antal);320 Faxe;2011 2011;1341
1 Berørte personer (antal);320 Faxe;2012 2012;1473
1 Berørte personer (antal);320 Faxe;2013 2013;1689
1 Berørte personer (antal);320 Faxe;2014 2014;1721
1 Berørte personer (antal);320 Faxe;2015 2015;1706
1 Berørte personer (antal);320 Faxe;2016 2016;1597
1 Berørte personer (antal);320 Faxe;2017 2017;1482
1 Berørte personer (antal);320 Faxe;2018 2018;1283
1 Berørte personer (antal);320 Faxe;2019 2019;1118
1 Berørte personer (antal);320 Faxe;2020 2020;1001
1 Berørte personer (antal);320 Faxe;2021 2021;897
1 Berørte personer (antal);320 Faxe;2022 2022;859
1 Berørte personer (antal);376 Guldborgsund;2007 2007;2173
1 Berørte personer (antal);376 Guldborgsund;2008 2008;2160
1 Berørte personer (antal);376 Guldborgsund;2009 2009;2468
1 Berørte personer (antal);376 Guldborgsund;2010 2010;2544
1 Berørte personer (antal);376 Guldborgsund;2011 2011;2640
1 Berørte personer (antal);376 Guldborgsund;2012 2012;2713
1 Berørte personer (antal);376 Guldborgsund;2013 2013;3067
1 Berørte personer (antal);376 Guldborgsund;2014 2014;3325
1 Berørte personer (antal);376 Guldborgsund;2015 2015;3523
1 Berørte personer (antal);376 Guldborgsund;2016 2016;3421
1 Berørte personer (antal);376 Guldborgsund;2017 2017;3290
1 Berørte personer (antal);376 Guldborgsund;2018 2018;2925
1 Berørte personer (antal);376 Guldborgsund;2019 2019;2741
1 Berørte personer (antal);376 Guldborgsund;2020 2020;2565
1 Berørte personer (antal);376 Guldborgsund;2021 2021;2252
1 Berørte personer (antal);376 Guldborgsund;2022 2022;2079
1 Berørte personer (antal);316 Holbæk;2007 2007;2205
1 Berørte personer (antal);316 Holbæk;2008 2008;2116
1 Berørte personer (antal);316 Holbæk;2009 2009;2506
1 Berørte personer (antal);316 Holbæk;2010 2010;2671
1 Berørte personer (antal);316 Holbæk;2011 2011;2733
1 Berørte personer (antal);316 Holbæk;2012 2012;2829
1 Berørte personer (antal);316 Holbæk;2013 2013;2992
1 Berørte personer (antal);316 Holbæk;2014 2014;3091
1 Berørte personer (antal);316 Holbæk;2015 2015;3296
1 Berørte personer (antal);316 Holbæk;2016 2016;3150
1 Berørte personer (antal);316 Holbæk;2017 2017;2764
1 Berørte personer (antal);316 Holbæk;2018 2018;2495
1 Berørte personer (antal);316 Holbæk;2019 2019;2251
1 Berørte personer (antal);316 Holbæk;2020 2020;2083
1 Berørte personer (antal);316 Holbæk;2021 2021;1770
1 Berørte personer (antal);316 Holbæk;2022 2022;1621
1 Berørte personer (antal);326 Kalundborg;2007 2007;1656
1 Berørte personer (antal);326 Kalundborg;2008 2008;1702
1 Berørte personer (antal);326 Kalundborg;2009 2009;1803
1 Berørte personer (antal);326 Kalundborg;2010 2010;1945
1 Berørte personer (antal);326 Kalundborg;2011 2011;2080
1 Berørte personer (antal);326 Kalundborg;2012 2012;2211
1 Berørte personer (antal);326 Kalundborg;2013 2013;2549
1 Berørte personer (antal);326 Kalundborg;2014 2014;2585
1 Berørte personer (antal);326 Kalundborg;2015 2015;2623
1 Berørte personer (antal);326 Kalundborg;2016 2016;2438
1 Berørte personer (antal);326 Kalundborg;2017 2017;2156
1 Berørte personer (antal);326 Kalundborg;2018 2018;1869
1 Berørte personer (antal);326 Kalundborg;2019 2019;1671
1 Berørte personer (antal);326 Kalundborg;2020 2020;1654
1 Berørte personer (antal);326 Kalundborg;2021 2021;1479
1 Berørte personer (antal);326 Kalundborg;2022 2022;1443
1 Berørte personer (antal);360 Lolland;2007 2007;2516
1 Berørte personer (antal);360 Lolland;2008 2008;2333
1 Berørte personer (antal);360 Lolland;2009 2009;2288
1 Berørte personer (antal);360 Lolland;2010 2010;2385
1 Berørte personer (antal);360 Lolland;2011 2011;2437
1 Berørte personer (antal);360 Lolland;2012 2012;2430
1 Berørte personer (antal);360 Lolland;2013 2013;2680
1 Berørte personer (antal);360 Lolland;2014 2014;2659
1 Berørte personer (antal);360 Lolland;2015 2015;2740
1 Berørte personer (antal);360 Lolland;2016 2016;2815
1 Berørte personer (antal);360 Lolland;2017 2017;2672
1 Berørte personer (antal);360 Lolland;2018 2018;2452
1 Berørte personer (antal);360 Lolland;2019 2019;2317
1 Berørte personer (antal);360 Lolland;2020 2020;2180
1 Berørte personer (antal);360 Lolland;2021 2021;1866
1 Berørte personer (antal);360 Lolland;2022 2022;1736
