,erhvervsindkomst,formueindkomst,anden_personlig_indkomst,muni_code,year
2716,191610,8635,2026,607,2008
2717,185096,6588,1915,607,2009
2718,185726,7790,2205,607,2010
2719,185203,6667,2234,607,2011
2720,186987,7171,1393,607,2012
2721,188274,7437,1424,607,2013
2722,192249,7622,1370,607,2014
2723,196012,10519,1712,607,2015
2724,206043,9507,1621,607,2016
2725,206770,9725,1728,607,2017
2726,211569,7880,1925,607,2018
2727,218270,8864,1789,607,2019
2728,228717,7850,2711,607,2020
2729,239720,11981,2197,607,2021
2730,86285,3741,5158,615,1987
2731,90911,4287,4911,615,1988
2732,93366,4102,9704,615,1989
2733,96030,5531,5574,615,1990
2734,98623,5636,3520,615,1991
2735,101802,5549,2270,615,1992
2736,101057,5423,3038,615,1993
2737,109673,4691,1104,615,1994
2738,116161,7564,1348,615,1995
2739,120703,5279,666,615,1996
2740,127205,5797,1078,615,1997
2741,133704,6650,1593,615,1998
2742,139860,7424,1007,615,1999
2743,146739,7105,794,615,2000
2744,151207,8388,1287,615,2001
2745,154587,6406,1818,615,2002
2746,158171,6452,1817,615,2003
2747,162310,6084,1771,615,2004
2748,169722,7366,1705,615,2005
2749,180517,10465,1759,615,2006
2750,188969,12592,1729,615,2007
2751,189840,9479,1974,615,2008
2752,185112,6974,1595,615,2009
2753,186724,7421,1779,615,2010
2754,189132,7864,1707,615,2011
2755,191946,8705,1598,615,2012
2756,193490,10349,1257,615,2013
2757,197584,9630,1357,615,2014
2758,200570,11035,1626,615,2015
2759,204203,11608,1566,615,2016
2760,212093,12767,1633,615,2017
2761,219009,11867,1726,615,2018
2762,225595,13300,1710,615,2019
2763,236830,14376,2506,615,2020
2764,249521,15680,1879,615,2021
2765,92111,3765,5467,621,1987
2766,96255,4108,6008,621,1988
2767,99092,4120,6357,621,1989
2768,102181,4735,7851,621,1990
2769,105164,4652,3666,621,1991
2770,108525,4720,3336,621,1992
2771,109007,4912,4083,621,1993
2772,117618,4061,1598,621,1994
2773,125202,4950,1201,621,1995
2774,129786,5738,924,621,1996
2775,136023,7309,1453,621,1997
2776,142800,8108,1757,621,1998
2777,150007,7821,1511,621,1999
2778,155779,7873,1302,621,2000
2779,160793,8871,1305,621,2001
2780,163430,8205,1832,621,2002
2781,165241,7390,1961,621,2003
2782,171129,8793,1820,621,2004
2783,177099,10655,1680,621,2005
2784,188583,12768,1765,621,2006
2785,196880,14278,1757,621,2007
2786,202903,13381,2138,621,2008
2787,193207,8681,1726,621,2009
2788,196880,8952,1985,621,2010
2789,198660,9842,1769,621,2011
2790,202045,9720,1388,621,2012
2791,203092,9571,1274,621,2013
2792,206445,9816,1289,621,2014
2793,210844,13212,1443,621,2015
2794,216156,12082,1525,621,2016
2795,223373,12446,1539,621,2017
2796,227982,12683,1683,621,2018
2797,235819,11770,1708,621,2019
2798,246581,19351,2379,621,2020
2799,260244,19009,1980,621,2021
2800,90577,3819,4993,630,1987
2801,95380,4130,5796,630,1988
2802,98097,4142,6907,630,1989
2803,101231,4646,7537,630,1990
2804,104606,4637,3376,630,1991
2805,107827,4820,3972,630,1992
2806,107374,4651,3353,630,1993
2807,116641,4305,1287,630,1994
2808,122251,5673,1149,630,1995
2809,128345,5415,714,630,1996
2810,136232,5906,1257,630,1997
2811,141244,6083,1571,630,1998
2812,148176,8895,1318,630,1999
2813,155339,7537,1106,630,2000
2814,161211,7360,3763,630,2001
2815,165411,6383,4570,630,2002
2816,167515,6897,1885,630,2003
2817,173625,6729,1786,630,2004
2818,178661,9795,1745,630,2005
2819,190841,11376,1754,630,2006
2820,198027,14572,1667,630,2007
2821,203561,10837,2102,630,2008
2822,195794,7973,1726,630,2009
2823,199792,10838,1860,630,2010
2824,200472,9045,1868,630,2011
2825,203824,9821,1349,630,2012
2826,207037,9218,1247,630,2013
2827,210300,8729,1268,630,2014
2828,215772,14235,1459,630,2015
2829,221433,12515,1520,630,2016
2830,229284,13999,1501,630,2017
2831,235589,13178,1588,630,2018
2832,243080,16373,1749,630,2019
2833,255053,17763,2452,630,2020
2834,272106,19695,2219,630,2021
2835,95517,4180,4724,657,1987
2836,98104,4647,5067,657,1988
2837,100794,4867,7416,657,1989
2838,103569,5411,6265,657,1990
2839,106509,5720,3797,657,1991
2840,109767,5971,2912,657,1992
2841,108832,5892,3316,657,1993
2842,117816,5662,1448,657,1994
2843,122779,6477,1803,657,1995
2844,128115,6783,755,657,1996
2845,135450,7225,1332,657,1997
2846,140925,7925,1723,657,1998
2847,145887,8665,1056,657,1999
2848,152571,10008,865,657,2000
2849,158672,10772,1091,657,2001
2850,159790,9036,1680,657,2002
2851,162401,7663,1987,657,2003
2852,167001,8412,1631,657,2004
2853,172457,11967,1603,657,2005
2854,180911,13256,1584,657,2006
2855,190099,16430,2271,657,2007
2856,191773,13000,1874,657,2008
2857,182582,8660,1608,657,2009
2858,186133,10978,1758,657,2010
2859,187368,18999,1778,657,2011
2860,190995,9856,1416,657,2012
2861,192133,10256,1341,657,2013
2862,195325,11746,1393,657,2014
2863,198781,12494,1558,657,2015
2864,202059,14800,1582,657,2016
2865,210546,14404,1705,657,2017
2866,217606,12352,1635,657,2018
2867,222537,14784,1631,657,2019
2868,233614,19405,2382,657,2020
2869,245860,18600,1876,657,2021
2870,90261,3985,4714,661,1987
2871,93564,4238,4412,661,1988
2872,94880,4244,5993,661,1989
2873,98183,4754,5893,661,1990
2874,101071,4723,2787,661,1991
2875,103710,4769,2916,661,1992
2876,104845,4750,2718,661,1993
2877,113889,4365,1183,661,1994
2878,118332,4973,1335,661,1995
2879,125026,4575,721,661,1996
2880,131610,4702,1166,661,1997
2881,137828,5522,2946,661,1998
2882,141320,5512,944,661,1999
2883,148003,6687,619,661,2000
2884,153731,12425,1024,661,2001
2885,157516,8552,1723,661,2002
2886,158493,7208,1835,661,2003
2887,164013,6914,1769,661,2004
2888,172159,8345,1684,661,2005
2889,181743,10523,1577,661,2006
2890,189742,16097,1737,661,2007
2891,190354,9412,2228,661,2008
2892,181170,6072,1565,661,2009
2893,186776,7442,1675,661,2010
2894,190407,6451,1691,661,2011
2895,195845,6526,1311,661,2012
2896,199284,8087,1147,661,2013
2897,196368,8393,1297,661,2014
2898,199471,10592,1568,661,2015
2899,198803,9581,1664,661,2016
2900,205773,11270,1646,661,2017
2901,209198,9914,1706,661,2018
2902,216845,10585,1706,661,2019
2903,226664,13618,2529,661,2020
2904,245236,14770,1807,661,2021
2905,86157,4189,4961,665,1987
2906,88831,4552,5280,665,1988
2907,92868,4636,5050,665,1989
2908,92573,5018,5742,665,1990
2909,96156,5343,2769,665,1991
2910,98107,5023,3245,665,1992
2911,96727,5076,3695,665,1993
2912,106475,4163,1575,665,1994
2913,112860,3938,1590,665,1995
2914,119432,4027,875,665,1996
2915,128388,4802,1465,665,1997
2916,133553,4725,1992,665,1998
2917,136538,4738,1525,665,1999
2918,143399,5712,1392,665,2000
2919,150407,6189,1430,665,2001
2920,150218,6046,2099,665,2002
2921,146763,5672,2972,665,2003
2922,152916,6080,2828,665,2004
2923,158639,6866,2765,665,2005
2924,171269,9026,2588,665,2006
2925,178129,12072,2938,665,2007
2926,175088,9831,2635,665,2008
2927,165837,7385,2528,665,2009
2928,181231,8381,2564,665,2010
2929,179553,7925,2462,665,2011
2930,179248,6903,2142,665,2012
2931,189745,7418,1795,665,2013
2932,185956,8105,1795,665,2014
2933,190963,12909,2176,665,2015
2934,191739,21965,2053,665,2016
2935,200781,10543,2162,665,2017
2936,196080,9254,2322,665,2018
2937,208403,11329,2405,665,2019
2938,219577,13273,3090,665,2020
2939,233573,11998,2077,665,2021
2940,86712,4059,5069,671,1987
2941,90077,4175,5232,671,1988
2942,92602,4154,5944,671,1989
2943,95620,4238,6136,671,1990
2944,99034,4185,2272,671,1991
2945,102098,4252,2795,671,1992
2946,101921,4732,2221,671,1993
2947,109456,3765,839,671,1994
2948,116638,4249,855,671,1995
2949,123367,4942,453,671,1996
2950,130515,6333,1078,671,1997
2951,134988,5883,1708,671,1998
2952,139509,5144,1013,671,1999
2953,146267,6945,227,671,2000
2954,152596,6395,1158,671,2001
2955,154411,5731,1578,671,2002
2956,151986,5498,1600,671,2003
2957,157564,5371,1910,671,2004
2958,165224,7121,1659,671,2005
2959,172175,9207,1755,671,2006
2960,178278,9287,1799,671,2007
2961,184572,7723,1646,671,2008
2962,170953,6605,1565,671,2009
2963,172885,6198,1577,671,2010
2964,175022,6007,1512,671,2011
2965,177397,6491,1425,671,2012
2966,177840,5865,1321,671,2013
2967,174505,6179,1367,671,2014
2968,176785,7893,1800,671,2015
2969,177496,7816,1579,671,2016
2970,183902,8439,1524,671,2017
2971,186213,8882,1729,671,2018
2972,193342,9004,1817,671,2019
2973,199153,10006,2818,671,2020
2974,213253,11783,1881,671,2021
2975,86165,4991,6799,706,1987
2976,90682,5280,5436,706,1988
2977,93273,6166,6102,706,1989
2978,95361,6536,7812,706,1990
2979,97908,6461,3519,706,1991
2980,101488,5811,3038,706,1992
2981,101901,5678,3499,706,1993
2982,109939,2838,1475,706,1994
2983,115705,5619,1530,706,1995
2984,121609,6284,1037,706,1996
2985,127931,6217,1664,706,1997
2986,133837,6234,2080,706,1998
2987,140513,7718,1820,706,1999
2988,146534,7418,1510,706,2000
2989,153850,7707,1700,706,2001
2990,156086,7334,1989,706,2002
2991,156704,7452,2332,706,2003
2992,162345,8354,2057,706,2004
2993,165974,9361,2161,706,2005
2994,175620,10834,2362,706,2006
2995,181827,25832,2311,706,2007
2996,185585,13227,2361,706,2008
2997,178920,7709,2267,706,2009
2998,181144,9339,2190,706,2010
2999,182325,8819,2040,706,2011
3000,185478,11463,1522,706,2012
3001,186397,20031,1426,706,2013
3002,184594,13537,1506,706,2014
3003,191461,14045,1778,706,2015
3004,194485,16974,1693,706,2016
3005,202705,13488,2012,706,2017
3006,205882,11265,1860,706,2018
3007,214847,13826,1838,706,2019
3008,225641,16461,2855,706,2020
3009,241534,20592,2211,706,2021
3010,80697,3903,4484,707,1987
3011,82839,4271,5042,707,1988
3012,87438,4174,5224,707,1989
3013,89702,4813,8969,707,1990
3014,93131,4694,3014,707,1991
3015,95081,4801,3102,707,1992
3016,93700,4670,3765,707,1993
3017,101487,4252,1355,707,1994
3018,106538,4377,1477,707,1995
3019,110524,4886,864,707,1996
3020,116249,4862,1294,707,1997
3021,120627,5326,1918,707,1998
3022,125027,5294,1427,707,1999
3023,129433,5220,1019,707,2000
3024,135177,5794,1437,707,2001
3025,137887,4737,1864,707,2002
3026,139049,5097,2126,707,2003
3027,142484,6177,1986,707,2004
3028,149181,6078,1980,707,2005
3029,156678,6774,2448,707,2006
3030,164504,9169,2655,707,2007
3031,166262,8087,2162,707,2008
3032,160579,5340,2101,707,2009
3033,163251,6362,2049,707,2010
3034,165402,5006,2336,707,2011
3035,166734,5194,1617,707,2012
3036,167423,6434,1386,707,2013
3037,169859,5981,1452,707,2014
3038,171096,9142,1814,707,2015
3039,173473,7409,1879,707,2016
3040,179861,7157,1710,707,2017
3041,183200,6582,1728,707,2018
3042,191026,6941,1757,707,2019
3043,201626,8684,2647,707,2020
3044,210625,8233,1966,707,2021
3045,97083,3961,3712,710,1987
3046,100906,4256,4067,710,1988
3047,105351,4290,5297,710,1989
3048,107798,4715,4265,710,1990
3049,110512,4639,3258,710,1991
3050,113612,4544,2640,710,1992
3051,113319,4689,2909,710,1993
3052,122321,6151,1414,710,1994
3053,129229,4280,1284,710,1995
3054,135815,6120,672,710,1996
3055,144340,4791,1329,710,1997
3056,151076,5378,1738,710,1998
3057,157637,5786,1322,710,1999
3058,165579,5972,871,710,2000
3059,173497,6228,1125,710,2001
3060,176027,5480,1643,710,2002
3061,178562,5396,1797,710,2003
3062,183805,5029,1638,710,2004
3063,188962,6245,1511,710,2005
3064,200343,8494,1553,710,2006
3065,208034,11307,1648,710,2007
3066,213431,8934,2058,710,2008
3067,206703,5261,1473,710,2009
3068,211086,6476,2450,710,2010
3069,214004,5911,1770,710,2011
3070,217985,6275,1501,710,2012
3071,220394,7118,1428,710,2013
3072,223395,7996,1471,710,2014
3073,226776,8939,1713,710,2015
3074,232098,9493,1619,710,2016
3075,241547,9177,1503,710,2017
3076,248417,8077,1680,710,2018
3077,253817,9858,1554,710,2019
3078,268078,11969,2428,710,2020
3079,280733,14138,1927,710,2021
3080,92621,5320,6098,727,1987
3081,97438,5591,6119,727,1988
3082,101872,5090,6519,727,1989
3083,104889,5905,6219,727,1990
3084,106318,6191,3643,727,1991
3085,108762,6179,3343,727,1992
3086,107613,5434,3701,727,1993
3087,116468,3824,1723,727,1994
3088,122282,5293,1747,727,1995
3089,127575,5562,1131,727,1996
3090,133735,6888,1603,727,1997
3091,142313,8199,2015,727,1998
3092,147912,10942,1717,727,1999
3093,155506,11056,1241,727,2000
3094,162105,8093,1515,727,2001
3095,163349,8731,1999,727,2002
3096,165954,7599,2176,727,2003
3097,171988,7876,1729,727,2004
3098,177567,8215,1688,727,2005
3099,188015,8721,1786,727,2006
3100,192985,12631,1835,727,2007
3101,195986,10123,2142,727,2008
3102,193241,7360,1711,727,2009
3103,195188,9239,1911,727,2010
3104,197379,6958,1602,727,2011
3105,199541,8202,1377,727,2012
3106,200671,9941,1250,727,2013
3107,203316,9876,1345,727,2014
3108,203867,11060,1743,727,2015
3109,206530,12092,1700,727,2016
3110,211652,12388,1760,727,2017
3111,217616,9409,1745,727,2018
3112,225511,10896,1796,727,2019
3113,237748,13137,2789,727,2020
3114,246950,14686,2144,727,2021
3115,83556,3483,6091,730,1987
3116,87589,3868,5291,730,1988
3117,89545,3823,5820,730,1989
3118,91914,4004,5982,730,1990
3119,94163,3579,2881,730,1991
3120,96601,3903,2587,730,1992
3121,96259,3804,3517,730,1993
3122,104523,3158,1332,730,1994
3123,110502,3754,1469,730,1995
3124,115977,4338,665,730,1996
3125,122321,4512,1372,730,1997
3126,127534,5121,1847,730,1998
3127,132376,4787,1509,730,1999
3128,136455,5954,1085,730,2000
3129,143340,5998,1469,730,2001
3130,146761,5536,2088,730,2002
3131,149022,5522,2049,730,2003
3132,153205,6447,1940,730,2004
3133,158097,6992,1759,730,2005
3134,168048,7659,1820,730,2006
3135,176433,11212,1861,730,2007
3136,182017,7789,1878,730,2008
3137,175313,5627,1665,730,2009
3138,176198,6173,1846,730,2010
3139,177547,6242,1955,730,2011
3140,179879,5936,1411,730,2012
3141,180852,6441,1321,730,2013
3142,182626,6576,1456,730,2014
3143,186771,8470,1727,730,2015
3144,190877,7809,1672,730,2016
3145,196464,7352,1645,730,2017
3146,202622,6972,1730,730,2018
3147,208293,8710,1798,730,2019
3148,218072,10783,2542,730,2020
3149,229678,9666,1989,730,2021
3150,89289,4704,5394,740,1987
3151,93648,4924,5638,740,1988
3152,98049,4768,6160,740,1989
3153,100234,5437,6229,740,1990
3154,104021,5203,3021,740,1991
3155,105479,5407,3492,740,1992
3156,107236,5816,4242,740,1993
3157,116151,5012,1323,740,1994
3158,122891,7066,1320,740,1995
3159,130925,9030,807,740,1996
3160,136878,7674,1406,740,1997
3161,145142,8137,1814,740,1998
3162,153634,6435,1205,740,1999
3163,161498,8393,873,740,2000
3164,167104,7934,1081,740,2001
3165,170839,7592,1630,740,2002
3166,177811,6381,1840,740,2003
3167,183610,6615,1567,740,2004
3168,189575,7641,1501,740,2005
3169,200168,10789,1750,740,2006
3170,209748,13320,1884,740,2007
3171,213789,10781,2195,740,2008
3172,210150,6320,1907,740,2009
3173,197776,8303,2316,740,2010
3174,200734,3583,1935,740,2011
3175,203755,8431,1485,740,2012
3176,206439,8603,1376,740,2013
3177,210981,-5003,1397,740,2014
3178,215150,11896,1719,740,2015
3179,219430,22322,1943,740,2016
3180,228426,13961,1685,740,2017
3181,234328,13049,1738,740,2018
3182,241592,13591,1757,740,2019
3183,255123,15695,2481,740,2020
3184,267702,21297,2110,740,2021
3185,59663,5173,4776,741,1987
3186,64153,4804,4866,741,1988
3187,66612,4881,6016,741,1989
3188,68609,5423,6318,741,1990
3189,71880,5085,2906,741,1991
3190,74686,4826,3223,741,1992
3191,75536,5013,2806,741,1993
3192,83715,3775,1134,741,1994
3193,92413,4120,1359,741,1995
3194,94292,4712,1184,741,1996
3195,97938,4423,1656,741,1997
3196,102750,4256,1752,741,1998
3197,104705,7074,1561,741,1999
3198,109937,5154,1504,741,2000
3199,117314,5718,1513,741,2001
3200,115279,5274,2165,741,2002
3201,114295,4972,2315,741,2003
3202,118000,6179,2403,741,2004
3203,120595,6581,2542,741,2005
3204,130655,8336,2043,741,2006
3205,139251,10120,2489,741,2007
3206,142202,8506,2299,741,2008
3207,144023,5263,1574,741,2009
3208,136577,6572,1658,741,2010
3209,143361,6345,2251,741,2011
3210,147858,7584,1365,741,2012
3211,144114,13269,1559,741,2013
3212,145819,9917,1646,741,2014
3213,158308,9967,1776,741,2015
3214,147577,15905,1921,741,2016
3215,158238,10429,1478,741,2017
3216,159247,13068,1917,741,2018
3217,172145,8932,1519,741,2019
3218,183694,18420,2617,741,2020
3219,193486,17922,2534,741,2021
3220,101525,3514,4626,746,1987
3221,106095,3791,4488,746,1988
3222,110441,3753,5079,746,1989
3223,113257,4333,5902,746,1990
3224,116243,3992,3499,746,1991
3225,120368,4441,3167,746,1992
3226,119854,3924,3326,746,1993
3227,128303,3649,1637,746,1994
3228,134898,5023,1424,746,1995
3229,141620,4947,887,746,1996
3230,149176,5791,1374,746,1997
3231,157860,6194,1723,746,1998
3232,165956,5704,1325,746,1999
3233,173638,7323,1005,746,2000
3234,180986,7035,1101,746,2001
3235,185095,6801,1618,746,2002
3236,189585,6479,1826,746,2003
3237,194799,6554,1653,746,2004
3238,202635,9036,1515,746,2005
3239,214806,11341,1674,746,2006
3240,221394,13651,1699,746,2007
3241,226345,10661,1827,746,2008
3242,219450,8487,1544,746,2009
3243,227452,9320,1703,746,2010
3244,228896,9447,1671,746,2011
3245,233672,10534,1364,746,2012
3246,236063,10843,1223,746,2013
3247,238708,12986,1279,746,2014
3248,243981,14489,1563,746,2015
3249,250332,12712,1530,746,2016
3250,257554,11775,1596,746,2017
3251,264117,12217,1623,746,2018
3252,273442,14056,1591,746,2019
3253,286176,20808,2397,746,2020
3254,299436,21453,1937,746,2021
3255,93616,3424,7541,751,1987
3256,97734,3737,8055,751,1988
3257,100245,3875,8642,751,1989
3258,102428,4466,8464,751,1990
3259,104182,4495,4045,751,1991
3260,106051,4818,3475,751,1992
3261,106246,4282,3397,751,1993
3262,111937,3971,1757,751,1994
3263,117327,4687,1524,751,1995
3264,122634,5133,1236,751,1996
3265,127861,6121,1984,751,1997
3266,135085,5983,1998,751,1998
3267,141393,6123,1783,751,1999
3268,146217,7028,1319,751,2000
3269,152858,7100,1552,751,2001
3270,156366,6010,2067,751,2002
3271,159163,5983,2166,751,2003
3272,162004,6222,1893,751,2004
3273,169180,7511,1835,751,2005
3274,177130,10206,1952,751,2006
3275,183750,13390,2067,751,2007
3276,187058,9083,2437,751,2008
3277,186070,6271,1890,751,2009
3278,190315,9120,2290,751,2010
3279,190568,8470,1858,751,2011
3280,192216,8459,1561,751,2012
3281,195929,10137,1404,751,2013
3282,199170,9843,1583,751,2014
3283,206328,14035,2772,751,2015
3284,208605,12252,2142,751,2016
3285,215987,14872,2090,751,2017
3286,223814,13081,1809,751,2018
3287,227773,15544,1813,751,2019
3288,236641,17963,2481,751,2020
3289,251489,20218,2079,751,2021
3290,90476,4461,4285,756,1987
3291,93660,4816,3702,756,1988
3292,96765,4784,4919,756,1989
3293,98802,4740,5155,756,1990
3294,100978,6160,5107,756,1991
3295,105285,5515,3947,756,1992
3296,104267,5899,5206,756,1993
3297,111352,5814,816,756,1994
3298,116033,5895,1124,756,1995
3299,120009,7328,650,756,1996
3300,126524,9038,1043,756,1997
3301,132206,7070,1568,756,1998
3302,139127,7441,1064,756,1999
3303,145522,11117,823,756,2000
3304,151205,9580,948,756,2001
3305,153913,7396,1478,756,2002
3306,155864,6846,1734,756,2003
3307,160256,8097,1816,756,2004
3308,165324,9202,1587,756,2005
3309,176607,12412,1579,756,2006
3310,185931,22761,1514,756,2007
3311,188541,12461,1774,756,2008
3312,177157,8217,1713,756,2009
3313,181946,8561,2119,756,2010
3314,185421,10684,2180,756,2011
3315,189231,8392,1442,756,2012
3316,190721,12014,1327,756,2013
3317,192177,9223,1391,756,2014
3318,196471,13217,1556,756,2015
3319,200218,12819,1656,756,2016
3320,206635,12408,2023,756,2017
3321,211219,9858,1762,756,2018
3322,217175,23690,1970,756,2019
3323,226165,41367,2787,756,2020
3324,238613,17004,1827,756,2021
3325,85822,4945,4014,760,1987
3326,89451,5447,5144,760,1988
3327,93028,5514,5386,760,1989
3328,96380,5642,6064,760,1990
3329,99639,5936,3139,760,1991
3330,102397,5844,2559,760,1992
3331,102725,6858,3043,760,1993
3332,113091,5099,1115,760,1994
3333,119034,5562,1690,760,1995
3334,124327,4730,813,760,1996
3335,132054,5676,1186,760,1997
3336,136852,6392,3085,760,1998
3337,141279,6267,1181,760,1999
3338,149717,6711,999,760,2000
3339,158577,11036,1266,760,2001
3340,160484,6712,1713,760,2002
3341,159408,6044,1996,760,2003
3342,166144,7042,1867,760,2004
3343,173083,9095,1943,760,2005
3344,185197,11981,2023,760,2006
3345,190842,12685,2078,760,2007
3346,187625,10150,2135,760,2008
3347,179305,7456,1922,760,2009
3348,183094,7619,1976,760,2010
3349,187807,7894,2116,760,2011
3350,191987,8481,1516,760,2012
3351,191056,9412,1410,760,2013
3352,192072,10296,1492,760,2014
3353,194756,11867,1644,760,2015
3354,195676,11827,1681,760,2016
3355,205493,12431,1729,760,2017
3356,207172,11755,1859,760,2018
3357,214955,12893,1796,760,2019
3358,222682,17879,2710,760,2020
3359,239211,15806,2086,760,2021
3360,88025,4763,4245,766,1987
3361,92490,4982,4744,766,1988
3362,95905,4881,4705,766,1989
3363,98503,5458,4840,766,1990
3364,102391,5507,3227,766,1991
3365,105954,5448,2994,766,1992
3366,105107,5759,3930,766,1993
3367,116240,5086,1270,766,1994
3368,123098,5418,1593,766,1995
3369,129827,5502,792,766,1996
3370,138151,5517,1334,766,1997
3371,143397,6865,1638,766,1998
3372,150593,6362,868,766,1999
3373,158987,8171,766,766,2000
3374,165316,8187,1147,766,2001
3375,166977,7327,1694,766,2002
3376,169652,6577,2076,766,2003
3377,174206,7635,1878,766,2004
3378,181351,12054,1699,766,2005
3379,195422,11849,1739,766,2006
3380,200924,14471,1774,766,2007
3381,203386,12512,2084,766,2008
3382,193324,11797,1751,766,2009
3383,196389,11596,1968,766,2010
3384,199532,8935,2049,766,2011
3385,205327,9257,1553,766,2012
3386,207372,10067,1411,766,2013
3387,210456,11468,1336,766,2014
3388,214292,16032,1621,766,2015
3389,216825,13429,1735,766,2016
3390,224125,13739,1614,766,2017
3391,230714,14879,1573,766,2018
3392,236767,14944,1878,766,2019
3393,248824,16682,2582,766,2020
3394,260428,18174,2095,766,2021
3395,72858,4075,4017,773,1987
3396,75496,4436,4287,773,1988
3397,76408,4447,4691,773,1989
3398,79061,5112,4950,773,1990
3399,82173,5074,2325,773,1991
3400,85406,5289,2352,773,1992
3401,85602,5588,2796,773,1993
3402,93321,4414,985,773,1994
3403,97174,4237,1232,773,1995
3404,103585,4541,571,773,1996
3405,110805,4279,1181,773,1997
3406,113976,4692,1661,773,1998
3407,117694,5050,1153,773,1999
3408,125103,6394,1013,773,2000
3409,132464,7024,1358,773,2001
3410,133031,6689,1823,773,2002
3411,133370,6227,1752,773,2003
3412,141342,11786,1775,773,2004
3413,147291,7211,1794,773,2005
3414,153763,7741,1850,773,2006
3415,152338,11250,2009,773,2007
3416,155659,10452,2047,773,2008
3417,148053,6385,1702,773,2009
3418,146739,6518,1649,773,2010
3419,152800,5513,1795,773,2011
3420,157607,4408,1301,773,2012
3421,160219,6366,1131,773,2013
3422,161872,6440,1520,773,2014
3423,163435,8187,1726,773,2015
3424,166496,6914,1589,773,2016
3425,174003,8513,1522,773,2017
3426,174371,8177,1734,773,2018
3427,186145,10816,1653,773,2019
3428,195001,9198,2712,773,2020
3429,202650,11651,2024,773,2021
3430,82416,4406,4998,779,1987
3431,86122,4825,4278,779,1988
3432,88904,4514,5784,779,1989
3433,91833,4998,5834,779,1990
3434,94468,5067,2926,779,1991
3435,97637,4866,2655,779,1992
3436,97163,5508,4658,779,1993
3437,106240,5360,1142,779,1994
3438,111098,6780,1358,779,1995
3439,116003,10493,892,779,1996
3440,123342,5286,1303,779,1997
3441,129819,6214,1818,779,1998
3442,134059,6050,1256,779,1999
3443,139774,6885,1024,779,2000
3444,145554,13587,1329,779,2001
3445,147435,5874,1711,779,2002
3446,148083,5786,1808,779,2003
3447,154799,5818,1728,779,2004
3448,161001,6900,1651,779,2005
3449,169348,8028,1793,779,2006
3450,175945,10620,1853,779,2007
3451,174666,8591,1720,779,2008
3452,166474,6956,1558,779,2009
3453,168577,5808,1767,779,2010
3454,170852,6321,1662,779,2011
3455,174076,6380,1358,779,2012
3456,176092,6069,1334,779,2013
3457,176975,7007,1438,779,2014
3458,179399,9567,1612,779,2015
3459,183916,8218,1522,779,2016
3460,190696,9176,1516,779,2017
3461,193478,8458,1639,779,2018
3462,200644,9927,1533,779,2019
3463,211014,15805,2419,779,2020
3464,222375,11132,1856,779,2021
3465,79678,4456,4841,787,1987
3466,81067,4647,4416,787,1988
3467,83685,4465,4777,787,1989
3468,86440,5021,5111,787,1990
3469,90577,4733,2966,787,1991
3470,93411,5188,2557,787,1992
3471,92705,5052,3324,787,1993
3472,101784,4080,1207,787,1994
3473,107515,4634,1551,787,1995
3474,111830,4641,1081,787,1996
3475,120178,5153,1661,787,1997
3476,125791,4956,1943,787,1998
3477,129349,5458,1553,787,1999
3478,135209,7523,1424,787,2000
3479,142486,8248,1633,787,2001
3480,143763,5610,2235,787,2002
3481,144053,5309,2185,787,2003
3482,150310,5829,2274,787,2004
3483,157109,7244,2212,787,2005
3484,166674,8800,2255,787,2006
3485,172717,13384,2216,787,2007
3486,172728,8481,2336,787,2008
3487,161474,6522,1774,787,2009
3488,164992,6807,1613,787,2010
3489,168146,6974,1715,787,2011
3490,169545,6351,1431,787,2012
3491,173686,8224,1361,787,2013
3492,172250,7933,1245,787,2014
3493,175395,11273,1727,787,2015
3494,180340,11414,1574,787,2016
3495,187303,10123,1579,787,2017
3496,190155,9158,1742,787,2018
3497,200377,9933,1880,787,2019
3498,207345,13563,2544,787,2020
3499,219916,12616,2209,787,2021
3500,86065,4250,5633,791,1987
3501,90705,4736,5822,791,1988
3502,93672,4585,7161,791,1989
3503,96736,4765,6471,791,1990
3504,99725,5022,2848,791,1991
3505,102099,5030,2972,791,1992
3506,102116,4973,2771,791,1993
3507,110529,4145,1158,791,1994
3508,117043,4473,1475,791,1995
3509,122802,4620,852,791,1996
3510,130258,5054,1326,791,1997
3511,136695,5335,1669,791,1998
3512,142127,5086,1200,791,1999
3513,148670,6055,829,791,2000
3514,155582,6257,1052,791,2001
3515,157824,5549,1692,791,2002
3516,161355,5626,1717,791,2003
3517,166198,5311,1550,791,2004
3518,173581,5897,1544,791,2005
3519,183733,7255,1700,791,2006
3520,192218,10972,1721,791,2007
3521,192969,9345,1877,791,2008
3522,187180,6747,1515,791,2009
3523,191651,7200,1704,791,2010
3524,191575,7134,1740,791,2011
3525,192932,7424,1344,791,2012
3526,197332,8300,1249,791,2013
3527,196583,8761,1350,791,2014
3528,199865,10377,1553,791,2015
3529,203314,9759,1576,791,2016
3530,211084,12236,1559,791,2017
3531,216014,11738,1664,791,2018
3532,221833,12883,1696,791,2019
3533,230818,15984,2530,791,2020
3534,244252,13905,2004,791,2021
3535,76428,4088,4043,810,1987
3536,79307,4416,3566,810,1988
3537,81994,4264,4178,810,1989
3538,84047,4675,4535,810,1990
